name,description,stars,forks,language,keywords,platform,package_manager_url,homepage,repository_url,status,rank
cellograph,cellograph,0,0,,"big-data, manifold-learning, computational-biology, graph, neural, networks, single-cell, genomics",Pypi,https://pypi.org/project/cellograph/,https://github.com/jashahir/cellograph,https://github.com/jashahir/cellograph,,5
pytorch-monitor,Monitor pytorch modules with minimal code.,2,1,Jupyter Notebook,"pytorch, logging",Pypi,https://pypi.org/project/pytorch-monitor/,https://github.com/teffland/pytorch-monitor,https://github.com/teffland/pytorch-monitor,,5
monitaur,Monitaur Client Library,0,0,,,Pypi,https://pypi.org/project/monitaur/,,,,5
FireSpark,FireSpark data processing utility library,0,0,,"dataset, processing",Pypi,https://pypi.org/project/FireSpark/,https://elc-github.magna.global/Magna-Autonomous-Systems/FireSpark,https://github.com/H-AI/FireSpark,,5
DePTH,DePTH provides neural network models for sequence-based TCR and HLA association prediction,0,0,,,Pypi,https://pypi.org/project/DePTH/,https://github.com/Sun-lab/DePTH,https://github.com/Sun-lab/DePTH,,5
cvtron,Out-of-the-Box Computer Vision Library,0,0,,"Computer, Vision",Pypi,https://pypi.org/project/cvtron/,https://github.com/cv-group,,,5
pipeline-diacritizer,Command-line application to automatically restore the diacritics of an Arabic text.,0,0,,,Pypi,https://pypi.org/project/pipeline-diacritizer/,https://github.com/Hamza5/Pipeline-diacritizer,https://github.com/Hamza5/Pipeline-diacritizer,,5
TwentyTwentiesHumorBot,"TwentyTwentiesHumorBot is a bot which takes images, makes them stupid with the power of AI, and then posts them to twitter.",0,0,,"bot, AI, bulge, distorted, twitter, image, distortion, meme, memes, funny, humor, fun",Pypi,https://pypi.org/project/TwentyTwentiesHumorBot/,http://www.pixelatedawesome.com/projects/2020sHumorBot/,,,5
vtmm,Vectorized transfer matrix method (TMM) for computing the optical reflection and transmission of multilayer planar stacks,1,1,Python,"optics, photonics, tensorflow, transfer-matrix-method",Pypi,https://pypi.org/project/vtmm/,https://github.com/fancompute/vtmm,https://github.com/fancompute/vtmm,,5
tensorflow-serving-client,Python client for tensorflow serving,0,0,,,Pypi,https://pypi.org/project/tensorflow-serving-client/,https://triage.com,,,5
pypelearn,A pipeline library for testing and validating time series data,0,0,,"pypelearn, machine, learning, time, series, pipeline",Pypi,https://pypi.org/project/pypelearn/,https://github.com/alexharston/pypelearn,https://github.com/alexharston/pypelearn,,5
dial-core,"Deep Learning, node-based framework",2,1,Python,deep-learning,Pypi,https://pypi.org/project/dial-core/,https://github.com/dial-app/dial-core,https://github.com/dial-app/dial-core,,5
rbm3,Rodent Brain Masking Tool with Keras 3D Unet,0,0,,"rodent, brain, masking",Pypi,https://pypi.org/project/rbm3/,,,,5
flass,Train Keras Convolutional Neural Network for image classification,0,0,,,Pypi,https://pypi.org/project/flass/,http://flikka.net,,,5
infbot,NLP tool,0,0,,bot,Pypi,https://pypi.org/project/infbot/,https://github.com/infinity-future/infbot,https://github.com/infinity-future/infbot,,5
gans-kit,A toolkit to train and test various GAN models,0,0,,"generative, adversarial, network, GAN, gans, toolkit, image, generation",Pypi,https://pypi.org/project/gans-kit/,https://github.com/dhchenx/gans-kit,https://github.com/dhchenx/gans-kit,,5
orbis-new,Real time Electron flux data,0,0,,"predict, radiation-belt",Pypi,https://pypi.org/project/orbis-new/,https://github.com/donglai96/ORBIS_new,https://github.com/donglai96/ORBIS_new,,5
feature-selectionpy,A Python feature selection project,0,0,,"browser, automation, selenium, testing, data, mining",Pypi,https://pypi.org/project/feature-selectionpy/,https://github.com/chandraveshchaudhari/browser-automationpy,https://github.com/chandraveshchaudhari/hybrid-feature-selection,,5
TFMongoDB,A Tensorflow MongoDB connector,0,0,,"tensorflow, mongodb, datascience",Pypi,https://pypi.org/project/TFMongoDB/,https://tfmongodb.org,,,5
CTPreprocessing,First preprocessing on input dicoms,0,0,,,Pypi,https://pypi.org/project/CTPreprocessing/,,,,5
keras-eval,An evaluation abstraction for Keras models.,0,0,,,Pypi,https://pypi.org/project/keras-eval/,https://www.triage.com/,,,5
tfmesos,Tensorflow on Mesos,0,0,,,Pypi,https://pypi.org/project/tfmesos/,UNKNOWN,,,5
fruit-slots,An experiment in implicit communication between learning agents,0,0,,,Pypi,https://pypi.org/project/fruit-slots/,https://github.com/cool-RR/fruit_slots,https://github.com/cool-RR/fruit_slots,,5
alwakeupword,alwakeupword explicitly request the attention of a computer using a wake up word and also allows user to make dataset and train a model of their own wake up word.,0,0,,,Pypi,https://pypi.org/project/alwakeupword/,https://github.com/alankarartist/alwakeupword,https://github.com/alankarartist/alwakeupword,,5
RoboCam,Python library for RoboCam,0,0,,"RoboCam, roborobo",Pypi,https://pypi.org/project/RoboCam/,https://eng.roborobo.co.kr/main,,,5
aliby-baby,Birth Annotator for Budding Yeast,0,0,,,Pypi,https://pypi.org/project/aliby-baby/,,,,5
iflow,Monte-Carlo Integration using Neural Networks,0,0,,,Pypi,https://pypi.org/project/iflow/,https://gitlab.com/isaacson/nicephasespace,https://gitlab.com/isaacson/nicephasespace,,5
sc-permut,Deep learning annotation of cell-types with permutation inforced autoencoder,0,0,,,Pypi,https://pypi.org/project/sc-permut/,https://sc_permut.readthedocs.io/,https://github.com/becavin-lab/sc_permut,,5
alfie,alignment free identification of edna,0,0,Python,,Pypi,https://pypi.org/project/alfie/,https://github.com/CNuge/alfie,https://github.com/CNuge/alfie,,5
keras-model-specs,A helper package for managing keras model base architectures (from keras_applications) with overrides for target size and preprocessing functions.,0,0,,,Pypi,https://pypi.org/project/keras-model-specs/,https://www.triage.com/,,,5
mrftools,Tools for Magnetic Resonance Fingerprinting,0,0,,,Pypi,https://pypi.org/project/mrftools/,https://gitlab.casemri.com/common-resources/mrftools,,,5
graiProfiler,Profiler for GrAIOne and GrAIVip,0,0,,,Pypi,https://pypi.org/project/graiProfiler/,https://bitbucket.org/Benuraj/gml_profiler/src/master/,https://bitbucket.org/Benuraj/gml_profiler,,5
yolo-v5-tflite,YOLO_v5 - most advanced vision AI model for object detection in TFLite.,0,0,,,Pypi,https://pypi.org/project/yolo-v5-tflite/,https://github.com/neso613/yolo-v5-pip-wheel,https://github.com/neso613/yolo-v5-pip-wheel,,5
mosaic-utils,Utils library for Mosaic,0,0,,,Pypi,https://pypi.org/project/mosaic-utils/,https://git.lti-aiq.in/mosaic-ai-logistics/mosaic-common-utils,,,5
etc-ml,etc project,0,0,Python,,Pypi,https://pypi.org/project/etc-ml/,https://github.com/UFMG-Database-lab/etc,https://github.com/UFMG-Database-lab/etc,,5
scmaui,Negative multinomial variational auto-encoder,0,0,,,Pypi,https://pypi.org/project/scmaui/,https://github.com/wkopp/scmaui,https://github.com/wkopp/scmaui,,5
tf-notification-callback,Receive notifications about your model training anywhere you want!,2,0,Python,"api, python, keras, training, callback, tensorflow, machine, learning, deep, nlp",Pypi,https://pypi.org/project/tf-notification-callback/,https://github.com/techytushar/tf_notification_callback,https://github.com/techytushar/tf_notification_callback,,5
fastism,Fast In-silico Mutagenesis for Convolution-based Neural Networks,0,0,,,Pypi,https://pypi.org/project/fastism/,,,,5
quikml,"a machine learning library that makes it easy to train, test, and assess ML classification models quikly.",0,0,,,Pypi,https://pypi.org/project/quikml/,https://wwwin-gitlab-sjc.cisco.com/aart_ds/quikml-library,,,5
datupapi,Utility library to support Datup AI/MLOps processes,0,0,,,Pypi,https://pypi.org/project/datupapi/,,,,5
bdilab-detect,"Algorithms for outlier detection, concept drift and metrics.",1,0,Python,,Pypi,https://pypi.org/project/bdilab-detect/,https://github.com/YFollowSun/bdilab_detect.git,https://github.com/YFollowSun/bdilab_detect,,5
keras-condenser,Seq2Vec layer on Tensorflow by summarizing feature distribution with characteristic function.,0,0,,,Pypi,https://pypi.org/project/keras-condenser/,,,,5
tf-common,A common liberary of tensorflow,0,0,,,Pypi,https://pypi.org/project/tf-common/,https://github.com/terryyrliang,,,5
thrillington,"Replication of ""Recurrent models of visual attention"", Mnih et al. 2014",0,0,Python,,Pypi,https://pypi.org/project/thrillington/,https://github.com/NickleDave/thrillington,https://github.com/NickleDave/thrillington,,5
aquacropgym,openai-gym crop simulation environment,0,0,,"aquacrop-gym, aquacrop, aquacropos, aquacrop-ospy, python",Pypi,https://pypi.org/project/aquacropgym/,https://github.com/aquacropos/aquacrop-gym,https://github.com/aquacropos/aquacrop-gym,,5
idtrackerai,A multi-animal tracking algorithm based on convolutional neural networks,0,0,,,Pypi,https://pypi.org/project/idtrackerai/,https://idtrackerai.readthedocs.io/en/latest/,,,5
pyliverlesionseg,CNN-based whole liver and liver lesion segmentation in CT and MR,0,1,Python,,Pypi,https://pypi.org/project/pyliverlesionseg/,https://github.com/KUL-recon-lab/pyliverlesionseg,https://github.com/KUL-recon-lab/pyliverlesionseg,,5
open-yolo,Open Yolo Toolkit,0,0,,,Pypi,https://pypi.org/project/open-yolo/,https://github.com/CachCheng/OpenYolos,https://github.com/CachCheng/OpenYolos,,5
aspectnlp,Aspect detection NLP toolkit is a Python package that perform NLP tasks based on aspect detection.,0,0,,aspectnlp,Pypi,https://pypi.org/project/aspectnlp/,,,,5
pyhelayerslite,HElayers SDK for homomorphic encryption,0,0,,"helayers, fhe, ai",Pypi,https://pypi.org/project/pyhelayerslite/,,,,5
TFServingSpark,Tensorflow serving on spark dataframe,0,0,Python,"tensorflow, machine, learning, dataframe, spark, model-serving",Pypi,https://pypi.org/project/TFServingSpark/,https://github.com/yupbank/tf-spark-serving,https://github.com/yupbank/tf-spark-serving,,5
nefesi,CNN analysis,0,0,,,Pypi,https://pypi.org/project/nefesi/,https://github.com/ramonbal/NEFESI,https://github.com/ramonbal/NEFESI,,5
cbc,Count Blood Cells,1,0,Python,"python, artificial, intelligence, deep, learning, blood, cells, image, segmentation, unet, artificial-intelligence, blood-cell-counting, deep-learning, machine-learning",Pypi,https://pypi.org/project/cbc/,https://github.com/nemo256/cbc,https://github.com/nemo256/cbc,,5
rec-sys-coscine,recommendation system,0,0,Python,,Pypi,https://pypi.org/project/rec-sys-coscine/,https://github.com/MarkusKl3in/recommendation-system,https://github.com/MarkusKl3in/recommendation-system,,5
recommendation-system-Markus-Kl3in,recommendation system,0,0,Python,,Pypi,https://pypi.org/project/recommendation-system-Markus-Kl3in/,https://github.com/MarkusKl3in/recommendation-system,https://github.com/MarkusKl3in/recommendation-system,,5
amdnet,Structure motif-centric learning framework for inorganic crystalline systems.,0,0,,,Pypi,https://pypi.org/project/amdnet/,,,,5
toolkit-bert-ner,Use Google's BERT for Chinese natural language processing tasks such as named entity recognition and provide server services,0,0,,"toolkit_bert_ner, nlp, ner, named, entity, recognition, bilstm, crf, tensorflow, machine, learning, sentence, encoding, embedding, serving",Pypi,https://pypi.org/project/toolkit-bert-ner/,https://github.com/wxl18039675170,,,5
uncertainty-metrics,Uncertainty Metrics,0,0,,"probabilistic, programming, tensorflow, machine, learning",Pypi,https://pypi.org/project/uncertainty-metrics/,http://github.com/google/uncertainty_metrics,https://github.com/google/uncertainty_metrics,,5
credoai-lens,Lens: comprehensive assessment framework for AI systems,0,0,,,Pypi,https://pypi.org/project/credoai-lens/,,,,5
AttentionLSTM,Combining LSTM with attention,0,0,Python,"attention, lstm",Pypi,https://pypi.org/project/AttentionLSTM/,https://github.com/AtrCheema/AttentionLSTM,https://github.com/AtrCheema/AttentionLSTM,,5
toolva,SosiAl Media Bigdata Analysis service by pcn,0,0,,,Pypi,https://pypi.org/project/toolva/,http://git.pcnrns.kro.kr:9000/dwdoit22/toolva,,,5
blackbox-mpc,BlackBox MPC - Model Predictive Control withsampling based optimizers,1,0,Python,,Pypi,https://pypi.org/project/blackbox-mpc/,https://github.com/ossamaAhmed/blackbox_mpc,https://github.com/ossamaAhmed/blackbox_mpc,,5
topicmodels,A package for topic modelling in python.,0,0,,,Pypi,https://pypi.org/project/topicmodels/,https://github.com/AmitKumarKushwaha/topicmodeling,https://github.com/AmitKumarKushwaha/topicmodeling,,5
c3-toolset-nightly,"Toolset for control, calibration and characterization of physical systems",0,0,,,Pypi,https://pypi.org/project/c3-toolset-nightly/,http://www.q-optimize.org,,,5
image-tagger,A simple API for predicting ImageNet-1K labels of an image.,0,0,,,Pypi,https://pypi.org/project/image-tagger/,https://github.com/dkarageo/image_tagger,https://github.com/dkarageo/image_tagger,,5
neural-style-transfer,This is the python library to convert style of content image to given style image,0,0,,,Pypi,https://pypi.org/project/neural-style-transfer/,,,,5
ISR,Image Super Resolution,0,0,,,Pypi,https://pypi.org/project/ISR/,,,,5
bugbug,ML tools for Mozilla projects,0,0,,,Pypi,https://pypi.org/project/bugbug/,,,,5
moovai,A package for working with GCS and BigQuery,0,0,,,Pypi,https://pypi.org/project/moovai/,https://github.com/moovai/Toolbox/,https://github.com/moovai/Toolbox,,5
vaknl-conversion-model,Conversion model package. Only contains training serving library for now.,0,0,,"vaknl, pip",Pypi,https://pypi.org/project/vaknl-conversion-model/,https://github.com/vakantiesnl/vaknl-PyPi.git,https://github.com/vakantiesnl/vaknl-PyPi,,5
evolvepy,EvolvePy is a Python module created to allow the easy creation and execution of evolutionary algorithms.,0,0,,,Pypi,https://pypi.org/project/evolvepy/,https://github.com/EltonCN/evolvepy,https://github.com/EltonCN/evolvepy,,5
plom,Plom is Paperless Open Marking,0,0,,,Pypi,https://pypi.org/project/plom/,https://plomgrading.org,,,5
dgbpy-dm,Useful dgb stuff.,0,0,,,Pypi,https://pypi.org/project/dgbpy-dm/,http://opendtect.com,,,5
anki-vector,The Vector SDK is a connected vision- and character-based robotics platform for everyone.,0,0,,"anki, vector, robot, robotics, sdk, ai, vision",Pypi,https://pypi.org/project/anki-vector/,https://developer.anki.com,,,5
OutbreakPAD,This is a script of outbreak prediction,0,0,Python,"Outbreak, Prediction, subscripe",Pypi,https://pypi.org/project/OutbreakPAD/,https://github.com/FengYe-Lab/OutbreakPAD,https://github.com/FengYe-Lab/OutbreakPAD,,5
DeepWon,Deep Learning utilities written in Tensorflow 2.0,0,0,Python,"Deep, Learning, DL, Tensorflow, Keras",Pypi,https://pypi.org/project/DeepWon/,https://github.com/three0-s/DeepWon,https://github.com/three0-s/DeepWon,,5
parse-tools,A stream performance data parse tools for PyPI,0,0,,POPpin008366,Pypi,https://pypi.org/project/parse-tools/,https://www.python.org/,https://github.com,,5
ibotta-uplift,Machine learning tools for uplift models,0,0,,,Pypi,https://pypi.org/project/ibotta-uplift/,,https://github.com/Ibotta/ibotta_uplift,,5
pcmf,PCMF is a Python package of Positive Collective Matrix Factorization(PCMF). PCMF is a model that combines the interpretability of NMF and the extensibility of CMF.,0,0,,,Pypi,https://pypi.org/project/pcmf/,https://github.com/N-YS-KK,,,5
signal-separation,Algorithm for generating and separating analytical chemistry signal.,0,0,,"CNN, Deep, Learning, signal, SVR, chemometrics, chemistry",Pypi,https://pypi.org/project/signal-separation/,https://github.com/MieszkoP,,,5
rhme,API for handwritten mathematical expressions recognition,0,0,Python,,Pypi,https://pypi.org/project/rhme/,https://github.com/carolreis/handwritten-mathematical-expressions-recognition,https://github.com/carolreis/handwritten-mathematical-expressions-recognition,,5
eeg2gnnbeta,Library for construct graph neuron network for EEG data,0,0,,,Pypi,https://pypi.org/project/eeg2gnnbeta/,https://github.com/IoBT-VISTEC/EEG2GNN_toolbox,https://github.com/IoBT-VISTEC/EEG2GNN_toolbox,,5
